language,dimension,feature_index,feature_name,dtype,n_missing,missing_rate,n_unique,most_frequent_value_ratio,zero_variance,near_zero_variance_95pct_same_value,suspicious_name,min,max,mean,std
en,d2_lack_of_knowledge,1,WC,int64,0,0.0,94,0.0356,False,False,False,8.0,242.0,56.24,37.288872334786426
en,d2_lack_of_knowledge,2,Analytic,float64,0,0.0,127,0.3333,False,False,False,1.0,76.241,8.0062,13.289610339404774
en,d2_lack_of_knowledge,3,Clout,float64,0,0.0,126,0.2711,False,False,False,1.0,99.0,75.37685333333334,29.278170164463585
en,d2_lack_of_knowledge,4,Authentic,float64,1,0.0044,148,0.0489,False,False,False,1.0,99.0,54.61028571428572,33.201830883907014
en,d2_lack_of_knowledge,5,Tone,float64,41,0.1822,102,0.1822,False,False,False,1.0,99.0,57.05696739130435,36.25058038516385
en,d2_lack_of_knowledge,6,WPS,float64,0,0.0,136,0.0489,False,False,False,5.0,200.0,20.54801777777778,16.937669195771797
en,d2_lack_of_knowledge,7,BigWords,float64,0,0.0,154,0.0489,False,False,False,0.0,32.258,16.243186666666666,5.3365529153725655
en,d2_lack_of_knowledge,8,Dic,float64,0,0.0,95,0.4133,False,False,False,87.5,100.0,97.90636,2.343760862679589
en,d2_lack_of_knowledge,9,Linguistic,float64,0,0.0,161,0.0222,False,False,False,58.333,100.0,82.91433777777779,6.213809412283461
en,d2_lack_of_knowledge,10,function,float64,0,0.0,146,0.04,False,False,False,50.0,86.667,69.32148888888888,4.860624097486196
en,d2_lack_of_knowledge,11,pronoun,float64,0,0.0,148,0.0311,False,False,False,11.765,50.0,27.05683555555556,5.572052078115401
en,d2_lack_of_knowledge,12,ppron,float64,0,0.0,149,0.0356,False,False,False,5.556,33.333,17.49759111111111,4.677652482044576
en,d2_lack_of_knowledge,13,i,float64,0,0.0,125,0.1467,False,False,False,0.0,20.0,5.462195555555555,3.8314028514111627
en,d2_lack_of_knowledge,14,we,float64,0,0.0,55,0.6711,False,False,False,0.0,6.25,0.8419422222222223,1.3871587229079743
en,d2_lack_of_knowledge,15,you,float64,0,0.0,142,0.0933,False,False,False,0.0,28.571,8.290471111111112,5.388510109177337
en,d2_lack_of_knowledge,16,shehe,float64,0,0.0,29,0.8711,False,False,False,0.0,13.333,0.5493777777777777,1.9128269198745675
en,d2_lack_of_knowledge,17,they,float64,0,0.0,70,0.6578,False,False,False,0.0,33.333,2.205915555555556,4.296893143284062
en,d2_lack_of_knowledge,18,ipron,float64,0,0.0,153,0.0311,False,False,False,0.0,22.857,9.55924888888889,4.223462530942801
en,d2_lack_of_knowledge,19,det,float64,0,0.0,145,0.0356,False,False,False,0.0,25.926,13.511493333333332,4.492973145765666
en,d2_lack_of_knowledge,20,article,float64,0,0.0,118,0.1689,False,False,False,0.0,15.385,3.8617066666666666,2.7309050441199894
en,d2_lack_of_knowledge,21,number,float64,0,0.0,19,0.9111,False,False,False,0.0,3.704,0.13559555555555555,0.5004487726903739
en,d2_lack_of_knowledge,22,prep,float64,0,0.0,139,0.0267,False,False,False,0.0,25.0,11.599551111111108,4.2821562490583185
en,d2_lack_of_knowledge,23,auxverb,float64,0,0.0,146,0.0311,False,False,False,0.0,26.667,12.604746666666665,3.9534252150599016
en,d2_lack_of_knowledge,24,adverb,float64,0,0.0,147,0.0489,False,False,False,0.0,23.529,9.199004444444444,4.588721248010653
en,d2_lack_of_knowledge,25,conj,float64,0,0.0,130,0.0889,False,False,False,0.0,17.857,7.2520444444444445,3.7304136676707107
en,d2_lack_of_knowledge,26,negate,float64,0,0.0,88,0.3867,False,False,False,0.0,9.375,1.8280266666666667,1.9465558226555655
en,d2_lack_of_knowledge,27,verb,float64,0,0.0,162,0.0222,False,False,False,0.0,41.667,21.905075555555555,5.348354965596045
en,d2_lack_of_knowledge,28,adj,float64,0,0.0,135,0.1422,False,False,False,0.0,15.493,5.224595555555556,3.437780574390799
en,d2_lack_of_knowledge,29,quantity,float64,0,0.0,93,0.4222,False,False,False,0.0,11.111,2.0335244444444447,2.2794558699426215
en,d2_lack_of_knowledge,30,Drives,float64,0,0.0,133,0.1911,False,False,False,0.0,18.182,4.876973333333333,4.2203669376692154
en,d2_lack_of_knowledge,31,affiliation,float64,0,0.0,105,0.3511,False,False,False,0.0,17.647,3.0375555555555556,3.403507512974375
en,d2_lack_of_knowledge,32,achieve,float64,0,0.0,73,0.5511,False,False,False,0.0,7.813,1.3712266666666668,1.910560561252714
en,d2_lack_of_knowledge,33,power,float64,0,0.0,38,0.8089,False,False,False,0.0,10.526,0.5277955555555555,1.372393550054123
en,d2_lack_of_knowledge,34,Cognition,float64,0,0.0,158,0.04,False,False,False,11.538,51.163,32.61232,6.740759317312002
en,d2_lack_of_knowledge,35,allnone,float64,0,0.0,59,0.6711,False,False,False,0.0,8.333,0.8424222222222222,1.4978106178103414
en,d2_lack_of_knowledge,36,cogproc,float64,0,0.0,165,0.0311,False,False,False,0.0,46.512,24.09792444444444,7.462153133155251
en,d2_lack_of_knowledge,37,insight,float64,0,0.0,148,0.0533,False,False,False,0.0,25.0,7.805937777777779,4.622450217575984
en,d2_lack_of_knowledge,38,cause,float64,0,0.0,100,0.3689,False,False,False,0.0,15.385,2.3320222222222218,2.7501380849170305
en,d2_lack_of_knowledge,39,discrep,float64,0,0.0,133,0.0933,False,False,False,0.0,16.667,5.263311111111111,3.427568262984799
en,d2_lack_of_knowledge,40,tentat,float64,0,0.0,120,0.2622,False,False,False,0.0,15.217,3.837244444444444,3.257597897303452
en,d2_lack_of_knowledge,41,certitude,float64,0,0.0,90,0.52,False,False,False,0.0,16.667,1.762671111111111,2.4924835485040804
en,d2_lack_of_knowledge,42,differ,float64,0,0.0,121,0.1733,False,False,False,0.0,14.876,4.358044444444444,3.04313346025843
en,d2_lack_of_knowledge,43,memory,float64,0,0.0,2,0.9956,False,True,False,0.0,2.174,0.009662222222222221,0.14493333333333336
en,d2_lack_of_knowledge,44,Affect,float64,0,0.0,128,0.1822,False,False,False,0.0,20.0,4.839711111111111,3.8800825896851445
en,d2_lack_of_knowledge,45,tone_pos,float64,0,0.0,112,0.3111,False,False,False,0.0,18.182,3.4014755555555554,3.3193629996928866
en,d2_lack_of_knowledge,46,tone_neg,float64,0,0.0,67,0.5911,False,False,False,0.0,13.793,1.3463022222222223,2.2335575177370477
en,d2_lack_of_knowledge,47,emotion,float64,0,0.0,90,0.48,False,False,False,0.0,16.667,1.9123422222222224,2.7046490238444143
en,d2_lack_of_knowledge,48,emo_pos,float64,0,0.0,63,0.6667,False,False,False,0.0,16.667,1.0907288888888886,2.095925814507907
en,d2_lack_of_knowledge,49,emo_neg,float64,0,0.0,43,0.7556,False,False,False,0.0,12.0,0.7258577777777778,1.7033483588122114
en,d2_lack_of_knowledge,50,emo_anx,float64,0,0.0,33,0.8178,False,False,False,0.0,10.345,0.5792888888888889,1.5301215757927047
en,d2_lack_of_knowledge,51,emo_anger,float64,0,0.0,3,0.9911,False,True,False,0.0,4.0,0.022093333333333333,0.27413024016227866
